,original prompts,pos tagged prompt
4789,Abstract sun Apple iPhone 5S/ SE Hardshell Case,"[('abstract', 'JJ'), ('sun', 'NN'), ('apple', 'NN'), ('iphone', 'NN'), ('5s/', 'CD'), ('se', 'NN'), ('hardshell', 'NN'), ('case', 'NN')]"
4790,almond cookies,"[('almond', 'NN'), ('cookies', 'NNS')]"
4791,5-Pack 5 Point Fire Action Notice/Do Not Take Risks,"[('5-pack', 'JJ'), ('5', 'CD'), ('point', 'NN'), ('fire', 'NN'), ('action', 'NN'), ('notice/do', 'IN'), ('not', 'RB'), ('take', 'VB'), ('risks', 'NNS')]"
4792,Peter Gabriel: Back to Front 2 Blu-Ray / 2CD Set Sealed Limited Edition HTF,"[('peter', 'NN'), ('gabriel', 'NN'), (':', ':'), ('back', 'RB'), ('to', 'TO'), ('front', 'VB'), ('2', 'CD'), ('blu-ray', 'JJ'), ('/', 'NN'), ('2cd', 'CD'), ('set', 'NN'), ('sealed', 'VBD'), ('limited', 'JJ'), ('edition', 'NN'), ('htf', 'NN')]"
4793,Tractor Of Blue Color With A...,"[('tractor', 'NN'), ('of', 'IN'), ('blue', 'JJ'), ('color', 'NN'), ('with', 'IN'), ('a', 'DT'), ('...', ':')]"
4794,696 QW09 Smart watch DZ09 Android Upgrade Bluetooth Mobile phone Smartwatch Support Wifi 3G SIM Card Play Store Download APP image,"[('696', 'CD'), ('qw09', 'JJ'), ('smart', 'JJ'), ('watch', 'NN'), ('dz09', 'NN'), ('android', 'NN'), ('upgrade', 'JJ'), ('bluetooth', 'NN'), ('mobile', 'IN'), ('phone', 'NN'), ('smartwatch', 'NN'), ('support', 'NN'), ('wifi', 'VBD'), ('3g', 'CD'), ('sim', 'NN'), ('card', 'NN'), ('play', 'NN'), ('store', 'NN'), ('download', 'NN'), ('app', 'NN'), ('image', 'NN')]"
4795,Cocolicious Silicone Kegel Trainer Black And Pink,"[('cocolicious', 'JJ'), ('silicone', 'NN'), ('kegel', 'NN'), ('trainer', 'NN'), ('black', 'JJ'), ('and', 'CC'), ('pink', 'VB')]"
4796,Old stone Buddha head,"[('old', 'JJ'), ('stone', 'NN'), ('buddha', 'NN'), ('head', 'NN')]"
4797,Vogue Metal Cage Embroidery Crossbody Bag,"[('vogue', 'NN'), ('metal', 'NN'), ('cage', 'NN'), ('embroidery', 'NN'), ('crossbody', 'NN'), ('bag', 'NN')]"
4798,New PDPC8T In-Ceiling Enclosed Speaker System w//Rotary Tapping 70V Transformer,"[('new', 'JJ'), ('pdpc8t', 'JJ'), ('in-ceiling', 'NN'), ('enclosed', 'VBN'), ('speaker', 'NN'), ('system', 'NN'), ('w//rotary', 'JJ'), ('tapping', 'VBG'), ('70v', 'CD'), ('transformer', 'NN')]"
4799,"A Russian tourist stands on a Black Sea beach about 35 km. (22 miles) from Yalta, Crimea, Sunday, June 15, 2014. When Russia annexed the Black Sea peninsula of Crimea earlier this year, it regained not only harbors for its navy and abandoned Ukrainian military bases but also long stretches of pebble beaches that were the summer destination of choice for millions of Soviet citizens. The Kremlin is hoping to attract tourists to Crimea, which Russia annexed in March, by asking state-controlled companies to send their employees on free vacation trips.(AP Photo/Andrew Lubimov)","[('a', 'DT'), ('russian', 'JJ'), ('tourist', 'NN'), ('stands', 'NNS'), ('on', 'IN'), ('a', 'DT'), ('black', 'JJ'), ('sea', 'NN'), ('beach', 'NN'), ('about', 'IN'), ('35', 'CD'), ('km', 'NNS'), ('.', '.'), ('(', '('), ('22', 'CD'), ('miles', 'NNS'), (')', ')'), ('from', 'IN'), ('yalta', 'NN'), (',', ','), ('crimea', 'NN'), (',', ','), ('sunday', 'NN'), (',', ','), ('june', 'NN'), ('15', 'CD'), (',', ','), ('2014.', 'CD'), ('when', 'WRB'), ('russia', 'NN'), ('annexed', 'VBD'), ('the', 'DT'), ('black', 'JJ'), ('sea', 'NN'), ('peninsula', 'NN'), ('of', 'IN'), ('crimea', 'NN'), ('earlier', 'RBR'), ('this', 'DT'), ('year', 'NN'), (',', ','), ('it', 'PRP'), ('regained', 'VBD'), ('not', 'RB'), ('only', 'RB'), ('harbors', 'NNS'), ('for', 'IN'), ('its', 'PRP$'), ('navy', 'NN'), ('and', 'CC'), ('abandoned', 'VBD'), ('ukrainian', 'JJ'), ('military', 'JJ'), ('bases', 'NNS'), ('but', 'CC'), ('also', 'RB'), ('long', 'JJ'), ('stretches', 'NNS'), ('of', 'IN'), ('pebble', 'JJ'), ('beaches', 'NNS'), ('that', 'WDT'), ('were', 'VBD'), ('the', 'DT'), ('summer', 'NN'), ('destination', 'NN'), ('of', 'IN'), ('choice', 'NN'), ('for', 'IN'), ('millions', 'NNS'), ('of', 'IN'), ('soviet', 'JJ'), ('citizens', 'NNS'), ('.', '.'), ('the', 'DT'), ('kremlin', 'NN'), ('is', 'VBZ'), ('hoping', 'VBG'), ('to', 'TO'), ('attract', 'VB'), ('tourists', 'NNS'), ('to', 'TO'), ('crimea', 'VB'), (',', ','), ('which', 'WDT'), ('russia', 'VBP'), ('annexed', 'VBN'), ('in', 'IN'), ('march', 'NN'), (',', ','), ('by', 'IN'), ('asking', 'VBG'), ('state-controlled', 'JJ'), ('companies', 'NNS'), ('to', 'TO'), ('send', 'VB'), ('their', 'PRP$'), ('employees', 'NNS'), ('on', 'IN'), ('free', 'JJ'), ('vacation', 'NN'), ('trips', 'NNS'), ('.', '.'), ('(', '('), ('ap', 'JJ'), ('photo/andrew', 'NN'), ('lubimov', 'NN'), (')', ')')]"
4800,"""Decorative frame with a butterfly """"Ornithoptera Troide- Male""""""","[('``', '``'), ('decorative', 'JJ'), ('frame', 'NN'), ('with', 'IN'), ('a', 'DT'), ('butterfly', 'NN'), ('``', '``'), (""''"", ""''""), ('ornithoptera', 'VBZ'), ('troide-', 'JJ'), ('male', 'NN'), (""''"", ""''""), (""''"", ""''""), (""''"", ""''"")]"
4801,Gardeon Keezi Kids Sofa Armchair with Table and Storage Space - Blue,"[('gardeon', 'NN'), ('keezi', 'NN'), ('kids', 'NNS'), ('sofa', 'VBD'), ('armchair', 'NN'), ('with', 'IN'), ('table', 'JJ'), ('and', 'CC'), ('storage', 'NN'), ('space', 'NN'), ('-', ':'), ('blue', 'NN')]"
4802,Mies & co Soft mousseline toddler blanket soft pink 110x140,"[('mies', 'NNS'), ('&', 'CC'), ('co', 'NN'), ('soft', 'JJ'), ('mousseline', 'NN'), ('toddler', 'NN'), ('blanket', 'NN'), ('soft', 'JJ'), ('pink', 'VBP'), ('110x140', 'CD')]"
4803,1 Marshall D. Abrams Using Model Railroad Switch List Software Using Model Railroad Switch List SoftwareUsing Model Railroad Switch List Software.,"[('1', 'CD'), ('marshall', 'NN'), ('d.', 'NN'), ('abrams', 'IN'), ('using', 'VBG'), ('model', 'NN'), ('railroad', 'NN'), ('switch', 'VBP'), ('list', 'NN'), ('software', 'NN'), ('using', 'VBG'), ('model', 'NN'), ('railroad', 'NN'), ('switch', 'VBP'), ('list', 'NN'), ('softwareusing', 'VBG'), ('model', 'NN'), ('railroad', 'NN'), ('switch', 'VBP'), ('list', 'NN'), ('software', 'NN'), ('.', '.')]"
4804,Snowboards,"[('snowboards', 'NNS')]"
4805,"Set of vector cartoon illustrations for creating a character, businessman. Collection of faces, front, side and back view, emotions, hands and feet bent in different positions, clothes and accessories","[('set', 'NN'), ('of', 'IN'), ('vector', 'NN'), ('cartoon', 'NN'), ('illustrations', 'NNS'), ('for', 'IN'), ('creating', 'VBG'), ('a', 'DT'), ('character', 'NN'), (',', ','), ('businessman', 'NN'), ('.', '.'), ('collection', 'NN'), ('of', 'IN'), ('faces', 'VBZ'), (',', ','), ('front', 'JJ'), (',', ','), ('side', 'NN'), ('and', 'CC'), ('back', 'RB'), ('view', 'NN'), (',', ','), ('emotions', 'NNS'), (',', ','), ('hands', 'NNS'), ('and', 'CC'), ('feet', 'NNS'), ('bent', 'VBP'), ('in', 'IN'), ('different', 'JJ'), ('positions', 'NNS'), (',', ','), ('clothes', 'NNS'), ('and', 'CC'), ('accessories', 'NNS')]"
4806,And the lion fountain made of marble Royalty Free Stock Photo,"[('and', 'CC'), ('the', 'DT'), ('lion', 'NN'), ('fountain', 'NN'), ('made', 'VBD'), ('of', 'IN'), ('marble', 'JJ'), ('royalty', 'NN'), ('free', 'JJ'), ('stock', 'NN'), ('photo', 'NN')]"
4807,selection-fun-and-feud,"[('selection-fun-and-feud', 'NN')]"
4808,"Calcio, Serie A: Roma vs Milan. Roma, stadio Olimpico, 9 gennaio 2016.<br /> AC Milan's Carlos Bacca, left, is challenged by Roma's Antonio Ruediger during the Italian Serie A football match between Roma and Milan at Rome's Olympic stadium, 9 January 2016.<br /> UPDATE IMAGES PRESS/Riccardo De Luca","[('calcio', 'NN'), (',', ','), ('serie', 'VBZ'), ('a', 'DT'), (':', ':'), ('roma', 'NN'), ('vs', 'NN'), ('milan', 'NN'), ('.', '.'), ('roma', 'NN'), (',', ','), ('stadio', 'NN'), ('olimpico', 'NN'), (',', ','), ('9', 'CD'), ('gennaio', 'NN'), ('2016.', 'CD'), ('<', 'NN'), ('br', 'NN'), ('/', 'NNP'), ('>', 'NNP'), ('ac', 'VBD'), ('milan', 'NN'), (""'s"", 'POS'), ('carlos', 'NN'), ('bacca', 'NN'), (',', ','), ('left', 'VBD'), (',', ','), ('is', 'VBZ'), ('challenged', 'VBN'), ('by', 'IN'), ('roma', 'NN'), (""'s"", 'POS'), ('antonio', 'JJ'), ('ruediger', 'NN'), ('during', 'IN'), ('the', 'DT'), ('italian', 'JJ'), ('serie', 'NN'), ('a', 'DT'), ('football', 'NN'), ('match', 'NN'), ('between', 'IN'), ('roma', 'NN'), ('and', 'CC'), ('milan', 'NN'), ('at', 'IN'), ('rome', 'NN'), (""'s"", 'POS'), ('olympic', 'NN'), ('stadium', 'NN'), (',', ','), ('9', 'CD'), ('january', 'JJ'), ('2016.', 'CD'), ('<', 'JJ'), ('br', 'NN'), ('/', 'NNP'), ('>', 'NNP'), ('update', 'JJ'), ('images', 'NNS'), ('press/riccardo', 'VBP'), ('de', 'IN'), ('luca', 'NN')]"
4809,Furniture of America Benedikto Mid Century Floating Wall Mounted Media Console  Reclaimed Oak  Retail 189 99,"[('furniture', 'NN'), ('of', 'IN'), ('america', 'NN'), ('benedikto', 'NN'), ('mid', 'JJ'), ('century', 'NN'), ('floating', 'VBG'), ('wall', 'NN'), ('mounted', 'VBD'), ('media', 'NNS'), ('console', 'NN'), ('reclaimed', 'VBD'), ('oak', 'JJ'), ('retail', 'JJ'), ('189', 'CD'), ('99', 'CD')]"
4810,48sqm Neat & Tidy First Floor Office Space,"[('48sqm', 'CD'), ('neat', 'NN'), ('&', 'CC'), ('tidy', 'NN'), ('first', 'RB'), ('floor', 'NN'), ('office', 'NN'), ('space', 'NN')]"
4811,2019 Hyundai Tucson spy photo,"[('2019', 'CD'), ('hyundai', 'NN'), ('tucson', 'NN'), ('spy', 'NN'), ('photo', 'NN')]"
4812,10 must haves wanneer je gaat backpacken,"[('10', 'CD'), ('must', 'MD'), ('haves', 'NNS'), ('wanneer', 'VB'), ('je', 'NN'), ('gaat', 'NN'), ('backpacken', 'NN')]"
4813,PlayGroundLogo_25thSeason350x300,"[('playgroundlogo_25thseason350x300', 'NN')]"
4814,Edo 997 GT2 R Kit for Porsche 996,"[('edo', 'RB'), ('997', 'CD'), ('gt2', 'NNS'), ('r', 'JJ'), ('kit', 'NN'), ('for', 'IN'), ('porsche', 'NN'), ('996', 'CD')]"
4815,Buns of Cinnamon,"[('buns', 'NNS'), ('of', 'IN'), ('cinnamon', 'NN')]"
4816,Capitulo 1=12 by TenShiReNge,"[('capitulo', 'NN'), ('1=12', 'CD'), ('by', 'IN'), ('tenshirenge', 'NN')]"
4817,Do I have to Love EVERYONE?!? || 2 John Bible Study,"[('do', 'VBP'), ('i', 'NNS'), ('have', 'VBP'), ('to', 'TO'), ('love', 'VB'), ('everyone', 'NN'), ('?', '.'), ('!', '.'), ('?', '.'), ('||', 'JJ'), ('2', 'CD'), ('john', 'NN'), ('bible', 'NN'), ('study', 'NN')]"
4818,See Details - Dining Table and 2 Chairs,"[('see', 'VB'), ('details', 'NNS'), ('-', ':'), ('dining', 'VBG'), ('table', 'NN'), ('and', 'CC'), ('2', 'CD'), ('chairs', 'NNS')]"
4819,"Thumbnail Restaurant/cafe for sale in Charlies Boathouse, Charlestown Road, St Austell, Cornwall","[('thumbnail', 'NN'), ('restaurant/cafe', 'NN'), ('for', 'IN'), ('sale', 'NN'), ('in', 'IN'), ('charlies', 'NNS'), ('boathouse', 'VBP'), (',', ','), ('charlestown', 'JJ'), ('road', 'NN'), (',', ','), ('st', 'NN'), ('austell', 'NN'), (',', ','), ('cornwall', 'NN')]"
4820,Long curly messy ponytail,"[('long', 'RB'), ('curly', 'RB'), ('messy', 'JJ'), ('ponytail', 'NN')]"
4821,Casino-Gänget - Casinogänget mp3 flac,"[('casino-gänget', 'NN'), ('-', ':'), ('casinogänget', 'NN'), ('mp3', 'NN'), ('flac', 'NN')]"
4822,Crazily Good Octopus and Red Wine Stew,"[('crazily', 'RB'), ('good', 'JJ'), ('octopus', 'NN'), ('and', 'CC'), ('red', 'JJ'), ('wine', 'NN'), ('stew', 'NN')]"
4823,"""Movie Posters:Animation, The Lord of the Rings (United Artists, 1978). One Sheet (27"""" X 41""""). Animation.. ...""","[('``', '``'), ('movie', 'NN'), ('posters', 'NNS'), (':', ':'), ('animation', 'NN'), (',', ','), ('the', 'DT'), ('lord', 'NN'), ('of', 'IN'), ('the', 'DT'), ('rings', 'NNS'), ('(', '('), ('united', 'JJ'), ('artists', 'NNS'), (',', ','), ('1978', 'CD'), (')', ')'), ('.', '.'), ('one', 'CD'), ('sheet', 'NN'), ('(', '('), ('27', 'CD'), (""''"", ""''""), (""''"", ""''""), ('x', 'VBD'), ('41', 'CD'), (""''"", ""''""), (""''"", ""''""), (')', ')'), ('.', '.'), ('animation', 'NN'), ('..', 'NN'), ('...', ':'), (""''"", ""''"")]"
4824,Wired for Thought: How the Brain Is Shaping the Future of the Internet Audiobook by Jeffrey Stibel Narrated by Erik Synnestvetd,"[('wired', 'VBN'), ('for', 'IN'), ('thought', 'NN'), (':', ':'), ('how', 'WRB'), ('the', 'DT'), ('brain', 'NN'), ('is', 'VBZ'), ('shaping', 'VBG'), ('the', 'DT'), ('future', 'NN'), ('of', 'IN'), ('the', 'DT'), ('internet', 'NN'), ('audiobook', 'NN'), ('by', 'IN'), ('jeffrey', 'NN'), ('stibel', 'NN'), ('narrated', 'VBN'), ('by', 'IN'), ('erik', 'NN'), ('synnestvetd', 'NN')]"
4825,"Aurora Borealis Druzy Ring - Gold Ring - Druzy in Gold Ring - Druzy / Drusy Quartz - Available in Sizes 5, 6, 7 and 8","[('aurora', 'NN'), ('borealis', 'NN'), ('druzy', 'NN'), ('ring', 'VBG'), ('-', ':'), ('gold', 'NN'), ('ring', 'VBG'), ('-', ':'), ('druzy', 'NN'), ('in', 'IN'), ('gold', 'NN'), ('ring', 'NN'), ('-', ':'), ('druzy', 'NN'), ('/', 'JJ'), ('drusy', 'NN'), ('quartz', 'SYM'), ('-', ':'), ('available', 'JJ'), ('in', 'IN'), ('sizes', 'JJ'), ('5', 'CD'), (',', ','), ('6', 'CD'), (',', ','), ('7', 'CD'), ('and', 'CC'), ('8', 'CD')]"
4826,"Old Spice Swagger Holiday Pack, 5 pc","[('old', 'JJ'), ('spice', 'NN'), ('swagger', 'NN'), ('holiday', 'NN'), ('pack', 'NN'), (',', ','), ('5', 'CD'), ('pc', 'NN')]"
4827,"kiti long denim skirt (s, m)","[('kiti', 'NNS'), ('long', 'JJ'), ('denim', 'JJ'), ('skirt', 'NN'), ('(', '('), ('s', 'JJ'), (',', ','), ('m', 'NN'), (')', ')')]"
4828,The Island of Dr. Libris,"[('the', 'DT'), ('island', 'NN'), ('of', 'IN'), ('dr.', 'NN'), ('libris', 'NN')]"
4829,Day of the Dead Sugar Skull macrame bracelets by Sherri Stokey of Knot Just Macrame.,"[('day', 'NN'), ('of', 'IN'), ('the', 'DT'), ('dead', 'JJ'), ('sugar', 'NN'), ('skull', 'NN'), ('macrame', 'NN'), ('bracelets', 'NNS'), ('by', 'IN'), ('sherri', 'JJ'), ('stokey', 'NN'), ('of', 'IN'), ('knot', 'NN'), ('just', 'RB'), ('macrame', 'NN'), ('.', '.')]"
4830,Bal's Spice Kitchen by Bal Arneson,"[('bal', 'NN'), (""'s"", 'POS'), ('spice', 'NN'), ('kitchen', 'NN'), ('by', 'IN'), ('bal', 'JJ'), ('arneson', 'NN')]"
4831,Park Hyatt Zurich Hotel in Switzerland decorates their lobby at Christmas time with holiday decorations including detailed gingerbread houses,"[('park', 'NN'), ('hyatt', 'NN'), ('zurich', 'JJ'), ('hotel', 'NN'), ('in', 'IN'), ('switzerland', 'NN'), ('decorates', 'NNS'), ('their', 'PRP$'), ('lobby', 'NN'), ('at', 'IN'), ('christmas', 'JJ'), ('time', 'NN'), ('with', 'IN'), ('holiday', 'JJ'), ('decorations', 'NNS'), ('including', 'VBG'), ('detailed', 'JJ'), ('gingerbread', 'NN'), ('houses', 'NNS')]"
4832,Wine Sampling at the Festival,"[('wine', 'NN'), ('sampling', 'NN'), ('at', 'IN'), ('the', 'DT'), ('festival', 'NN')]"
4833,We've Always Had Paris...and Provence,"[('we', 'PRP'), (""'ve"", 'VBP'), ('always', 'RB'), ('had', 'VBD'), ('paris', 'NN'), ('...', ':'), ('and', 'CC'), ('provence', 'NN')]"
4834,Culpeper Single Family Home For Sale: 13250 Windmill Way,"[('culpeper', 'NN'), ('single', 'JJ'), ('family', 'NN'), ('home', 'NN'), ('for', 'IN'), ('sale', 'NN'), (':', ':'), ('13250', 'CD'), ('windmill', 'NN'), ('way', 'NN')]"
4835,"Deer on the way to Stonewall Peak, Cuyamaca Rancho State Park","[('deer', 'NN'), ('on', 'IN'), ('the', 'DT'), ('way', 'NN'), ('to', 'TO'), ('stonewall', 'VB'), ('peak', 'NN'), (',', ','), ('cuyamaca', 'NN'), ('rancho', 'NN'), ('state', 'NN'), ('park', 'NN')]"
4836,Beautiful seamless pattern with lilies,"[('beautiful', 'JJ'), ('seamless', 'NN'), ('pattern', 'NN'), ('with', 'IN'), ('lilies', 'NNS')]"
4837,"Stone, Samuel Stone (1629/31-27 Sep 1713) [Headstone photo]","[('stone', 'NN'), (',', ','), ('samuel', 'NN'), ('stone', 'NN'), ('(', '('), ('1629/31-27', 'JJ'), ('sep', 'NN'), ('1713', 'CD'), (')', ')'), ('[', 'FW'), ('headstone', 'NN'), ('photo', 'NN'), (']', 'NN')]"
4838,American Indian Movement (AIM),"[('american', 'JJ'), ('indian', 'JJ'), ('movement', 'NN'), ('(', '('), ('aim', 'NN'), (')', ')')]"
4839,"Here it comes: Large waves crash over the harbour wall at Porthcawl, South Wales, as storm Frank hits the UK bringing torrential rain and winds of up to 80mph. The storm will sweep across England, Wales and Scotland today - bringing further misery to flood-ravaged homes","[('here', 'RB'), ('it', 'PRP'), ('comes', 'VBZ'), (':', ':'), ('large', 'JJ'), ('waves', 'NNS'), ('crash', 'NN'), ('over', 'IN'), ('the', 'DT'), ('harbour', 'NN'), ('wall', 'NN'), ('at', 'IN'), ('porthcawl', 'NN'), (',', ','), ('south', 'JJ'), ('wales', 'NNS'), (',', ','), ('as', 'IN'), ('storm', 'NN'), ('frank', 'NN'), ('hits', 'VBZ'), ('the', 'DT'), ('uk', 'JJ'), ('bringing', 'VBG'), ('torrential', 'JJ'), ('rain', 'NN'), ('and', 'CC'), ('winds', 'NNS'), ('of', 'IN'), ('up', 'IN'), ('to', 'TO'), ('80mph', 'CD'), ('.', '.'), ('the', 'DT'), ('storm', 'NN'), ('will', 'MD'), ('sweep', 'VB'), ('across', 'IN'), ('england', 'NN'), (',', ','), ('wales', 'NNS'), ('and', 'CC'), ('scotland', 'NN'), ('today', 'NN'), ('-', ':'), ('bringing', 'VBG'), ('further', 'JJ'), ('misery', 'NN'), ('to', 'TO'), ('flood-ravaged', 'JJ'), ('homes', 'NNS')]"
4840,"DIGITAL MARKETING   A QUICK OVERVIEW, BENEFITS & TIPS (IN HINDI)","[('digital', 'JJ'), ('marketing', 'NN'), ('a', 'DT'), ('quick', 'JJ'), ('overview', 'NN'), (',', ','), ('benefits', 'NNS'), ('&', 'CC'), ('tips', 'NNS'), ('(', '('), ('in', 'IN'), ('hindi', 'NN'), (')', ')')]"
4841,"Studio & Appartment in Kythira, Greece Mylos Rooms","[('studio', 'NN'), ('&', 'CC'), ('appartment', 'NN'), ('in', 'IN'), ('kythira', 'NN'), (',', ','), ('greece', 'JJ'), ('mylos', 'NN'), ('rooms', 'NNS')]"
4842,Wilson County Single Family Home Active Option: 837 Paddy Rd,"[('wilson', 'JJ'), ('county', 'NN'), ('single', 'JJ'), ('family', 'NN'), ('home', 'NN'), ('active', 'JJ'), ('option', 'NN'), (':', ':'), ('837', 'CD'), ('paddy', 'NN'), ('rd', 'NN')]"
4843,Human Science Third Edition,"[('human', 'JJ'), ('science', 'NN'), ('third', 'JJ'), ('edition', 'NN')]"
4844,"New Hair Dye Changes Color When You Heat Style This hair dye changes color when you apply heat. Watch this video to learn more.This hair dye changes color when you apply heat. Watch this video to learn more. New Hair, Your Hair, Pelo Multicolor, Crazy Hair, Crazy Color Hair Dye, Tips Belleza, Rainbow Hair, Hair Art, Pretty Hairstyles","[('new', 'JJ'), ('hair', 'NN'), ('dye', 'NN'), ('changes', 'NNS'), ('color', 'VBP'), ('when', 'WRB'), ('you', 'PRP'), ('heat', 'VBP'), ('style', 'NN'), ('this', 'DT'), ('hair', 'NN'), ('dye', 'VBZ'), ('changes', 'NNS'), ('color', 'NN'), ('when', 'WRB'), ('you', 'PRP'), ('apply', 'VBP'), ('heat', 'JJ'), ('.', '.'), ('watch', 'NN'), ('this', 'DT'), ('video', 'NN'), ('to', 'TO'), ('learn', 'VB'), ('more.this', 'JJ'), ('hair', 'NN'), ('dye', 'NN'), ('changes', 'NNS'), ('color', 'VBP'), ('when', 'WRB'), ('you', 'PRP'), ('apply', 'VBP'), ('heat', 'JJ'), ('.', '.'), ('watch', 'NN'), ('this', 'DT'), ('video', 'NN'), ('to', 'TO'), ('learn', 'VB'), ('more', 'JJR'), ('.', '.'), ('new', 'JJ'), ('hair', 'NN'), (',', ','), ('your', 'PRP$'), ('hair', 'NN'), (',', ','), ('pelo', 'NN'), ('multicolor', 'NN'), (',', ','), ('crazy', 'JJ'), ('hair', 'NN'), (',', ','), ('crazy', 'JJ'), ('color', 'NN'), ('hair', 'NN'), ('dye', 'NN'), (',', ','), ('tips', 'NNS'), ('belleza', 'VBP'), (',', ','), ('rainbow', 'JJ'), ('hair', 'NN'), (',', ','), ('hair', 'JJ'), ('art', 'NN'), (',', ','), ('pretty', 'NN'), ('hairstyles', 'NNS')]"
4845,"ESSENTIAL OILS FOR BEAUTY and ANTI-AGING RECIPES: Essential Oils For Skincare, Hair-care, Detox Bath, and How to Eliminate Wrinkles, Age Spots, ... Stretch-Marks in Less Than 21 Days (Volume)","[('essential', 'JJ'), ('oils', 'NNS'), ('for', 'IN'), ('beauty', 'NN'), ('and', 'CC'), ('anti-aging', 'JJ'), ('recipes', 'NNS'), (':', ':'), ('essential', 'JJ'), ('oils', 'NNS'), ('for', 'IN'), ('skincare', 'NN'), (',', ','), ('hair-care', 'NN'), (',', ','), ('detox', 'JJ'), ('bath', 'NN'), (',', ','), ('and', 'CC'), ('how', 'WRB'), ('to', 'TO'), ('eliminate', 'VB'), ('wrinkles', 'NNS'), (',', ','), ('age', 'NN'), ('spots', 'NNS'), (',', ','), ('...', ':'), ('stretch-marks', 'NNS'), ('in', 'IN'), ('less', 'JJR'), ('than', 'IN'), ('21', 'CD'), ('days', 'NNS'), ('(', '('), ('volume', 'NN'), (')', ')')]"
4846,Button-Down Sport Shirt,"[('button-down', 'JJ'), ('sport', 'NN'), ('shirt', 'NN')]"
4847,Retro Spinning Top,"[('retro', 'NN'), ('spinning', 'VBG'), ('top', 'JJ')]"
4848,ROOTING FOR BLUE — Volunteers of the Lynchburg Democratic Committee volunteered last fall to campaign for congressional candidates Jane Dittmar and Kai Degner. Photo Provided,"[('rooting', 'VBG'), ('for', 'IN'), ('blue', 'JJ'), ('—', 'JJ'), ('volunteers', 'NNS'), ('of', 'IN'), ('the', 'DT'), ('lynchburg', 'NNP'), ('democratic', 'JJ'), ('committee', 'NN'), ('volunteered', 'VBD'), ('last', 'JJ'), ('fall', 'NN'), ('to', 'TO'), ('campaign', 'NN'), ('for', 'IN'), ('congressional', 'JJ'), ('candidates', 'NNS'), ('jane', 'VBP'), ('dittmar', 'NN'), ('and', 'CC'), ('kai', 'NN'), ('degner', 'NN'), ('.', '.'), ('photo', 'NN'), ('provided', 'VBD')]"
4849,Carucior 3 in 1 Zippy Lux Baby Seka Pink Flowers,"[('carucior', 'JJ'), ('3', 'CD'), ('in', 'IN'), ('1', 'CD'), ('zippy', 'JJ'), ('lux', 'NN'), ('baby', 'NN'), ('seka', 'NN'), ('pink', 'NN'), ('flowers', 'NNS')]"
4850,ebike urban Specialized Turbo Como 4.0 Low Entry 2019,"[('ebike', 'JJ'), ('urban', 'JJ'), ('specialized', 'VBN'), ('turbo', 'NN'), ('como', 'NN'), ('4.0', 'CD'), ('low', 'JJ'), ('entry', 'NN'), ('2019', 'CD')]"
4851,"Actor Jake Gyllenhaal visits 'Late Show With David Letterman' at the Ed Sullivan Theater on May 24, 2010 in New York City.","[('actor', 'NN'), ('jake', 'NN'), ('gyllenhaal', 'NN'), ('visits', 'NNS'), (""'late"", 'POS'), ('show', 'NN'), ('with', 'IN'), ('david', 'JJ'), ('letterman', 'NN'), (""'"", ""''""), ('at', 'IN'), ('the', 'DT'), ('ed', 'NN'), ('sullivan', 'NN'), ('theater', 'NN'), ('on', 'IN'), ('may', 'MD'), ('24', 'CD'), (',', ','), ('2010', 'CD'), ('in', 'IN'), ('new', 'JJ'), ('york', 'NN'), ('city', 'NN'), ('.', '.')]"
4852,"Concerto Retitled by ZAWINUL, JOE album cover","[('concerto', 'NN'), ('retitled', 'VBN'), ('by', 'IN'), ('zawinul', 'NN'), (',', ','), ('joe', 'NN'), ('album', 'NN'), ('cover', 'NN')]"
4853,"Mayor Boris Johnson with Team GB synchronised swimming looks at a mobile swimming pool in action at Maria Fidelis School in Camden as part of the Mayors 'Make a Splash initiative, London<br /> Thursday, 30th May 2013<br /> Picture by Andrew Parsons / i-Images","[('mayor', 'NN'), ('boris', 'VBD'), ('johnson', 'NN'), ('with', 'IN'), ('team', 'NN'), ('gb', 'NN'), ('synchronised', 'VBD'), ('swimming', 'VBG'), ('looks', 'NNS'), ('at', 'IN'), ('a', 'DT'), ('mobile', 'JJ'), ('swimming', 'NN'), ('pool', 'NN'), ('in', 'IN'), ('action', 'NN'), ('at', 'IN'), ('maria', 'NN'), ('fidelis', 'JJ'), ('school', 'NN'), ('in', 'IN'), ('camden', 'NN'), ('as', 'IN'), ('part', 'NN'), ('of', 'IN'), ('the', 'DT'), ('mayors', 'NNS'), (""'make"", 'VBP'), ('a', 'DT'), ('splash', 'NN'), ('initiative', 'NN'), (',', ','), ('london', 'JJ'), ('<', 'NN'), ('br', 'NN'), ('/', 'NNP'), ('>', 'NNP'), ('thursday', 'NN'), (',', ','), ('30th', 'CD'), ('may', 'MD'), ('2013', 'CD'), ('<', 'VB'), ('br', 'NN'), ('/', 'NNP'), ('>', 'NNP'), ('picture', 'NN'), ('by', 'IN'), ('andrew', 'JJ'), ('parsons', 'NNS'), ('/', 'VBP'), ('i-images', 'NNS')]"
