,original prompts,pos tagged prompt
6121,"Palo Alto, California. View from my patio during a project to demolish and then replace a deck that runs across one side of the building. My photo-stitching software freaks out a little with some of the beams near the center of the image","[('palo', 'NNP'), ('alto', 'NNP'), (',', ','), ('california', 'NNP'), ('.', '.'), ('view', 'NN'), ('from', 'IN'), ('my', 'PRP$'), ('patio', 'NN'), ('during', 'IN'), ('a', 'DT'), ('project', 'NN'), ('to', 'TO'), ('demolish', 'VB'), ('and', 'CC'), ('then', 'RB'), ('replace', 'VB'), ('a', 'DT'), ('deck', 'NN'), ('that', 'WDT'), ('runs', 'VBZ'), ('across', 'IN'), ('one', 'CD'), ('side', 'NN'), ('of', 'IN'), ('the', 'DT'), ('building', 'NN'), ('.', '.'), ('my', 'PRP$'), ('photo', 'NN'), ('-', 'HYPH'), ('stitching', 'NN'), ('software', 'NN'), ('freaks', 'VBZ'), ('out', 'RP'), ('a', 'DT'), ('little', 'JJ'), ('with', 'IN'), ('some', 'DT'), ('of', 'IN'), ('the', 'DT'), ('beams', 'NNS'), ('near', 'IN'), ('the', 'DT'), ('center', 'NN'), ('of', 'IN'), ('the', 'DT'), ('image', 'NN')]"
6122,Baby Boys' Outfit Set My First St Patrick's Day Long Sleeve Clover Romper,"[('baby', 'NN'), ('boys', 'NNS'), (""'"", 'POS'), ('outfit', 'NN'), ('set', 'VBD'), ('my', 'PRP$'), ('first', 'JJ'), ('st', 'NNP'), ('patrick', 'NN'), (""'s"", 'POS'), ('day', 'NN'), ('long', 'JJ'), ('sleeve', 'NN'), ('clover', 'NN'), ('romper', 'NN')]"
6123,Grantsburg High Schoolers Net Answers About Rare Mussels in St. Croix Tributary,"[('grantsburg', 'NN'), ('high', 'JJ'), ('schoolers', 'NNS'), ('net', 'VBP'), ('answers', 'NNS'), ('about', 'IN'), ('rare', 'JJ'), ('mussels', 'NNS'), ('in', 'IN'), ('st.', 'NNP'), ('croix', 'NNP'), ('tributary', 'NN')]"
6124,KEEP CALM IT'S ONLY YOUR 30th - Personalised Children's T-shirt,"[('keep', 'VB'), ('calm', 'JJ'), ('it', 'PRP'), (""'s"", 'VBZ'), ('only', 'RB'), ('your', 'PRP$'), ('30th', 'JJ'), ('-', 'HYPH'), ('personalised', 'JJ'), ('children', 'NNS'), (""'s"", 'POS'), ('t-', 'NN'), ('shirt', 'NN')]"
6125,b82e2a050016 Image of Vince Camuto Kochelda Over the Knee Boot (Women) (Regular   Wide,"[('b82e2a050016', 'ADD'), ('image', 'NN'), ('of', 'IN'), ('vince', 'NN'), ('camuto', 'NN'), ('kochelda', 'NN'), ('over', 'IN'), ('the', 'DT'), ('knee', 'NN'), ('boot', 'NN'), ('(', '-LRB-'), ('women', 'NNS'), (')', '-RRB-'), ('(', '-LRB-'), ('regular', 'JJ'), ('wide', 'JJ')]"
6126,Table & Chairs - Concorde Interiors Dark Wood Pub Table & 4 Chairs,"[('table', 'NN'), ('&', 'CC'), ('chairs', 'NNS'), ('-', 'HYPH'), ('concorde', 'NN'), ('interiors', 'NNS'), ('dark', 'JJ'), ('wood', 'NN'), ('pub', 'NN'), ('table', 'NN'), ('&', 'CC'), ('4', 'CD'), ('chairs', 'NNS')]"
6127,Minette with quilt,"[('minette', 'NNP'), ('with', 'IN'), ('quilt', 'NN')]"
6128,One Year Planning & Pacing Guide -  Edit for your class needs - Long Range Plans,"[('one', 'CD'), ('year', 'NN'), ('planning', 'NN'), ('&', 'CC'), ('pacing', 'NN'), ('guide', 'NN'), ('-', 'HYPH'), ('edit', 'NN'), ('for', 'IN'), ('your', 'PRP$'), ('class', 'NN'), ('needs', 'NNS'), ('-', 'HYPH'), ('long', 'JJ'), ('range', 'NN'), ('plans', 'NNS')]"
6129,Lawyer of the Year Badge,"[('lawyer', 'NN'), ('of', 'IN'), ('the', 'DT'), ('year', 'NN'), ('badge', 'NN')]"
6130,Hotel Honolulu by Paul Theroux,"[('hotel', 'NN'), ('honolulu', 'NNP'), ('by', 'IN'), ('paul', 'NNP'), ('theroux', 'NN')]"
6131,Peach Tea Candle,"[('peach', 'NN'), ('tea', 'NN'), ('candle', 'NN')]"
6132,Slogan Long Orange Parka,"[('slogan', 'NN'), ('long', 'JJ'), ('orange', 'JJ'), ('parka', 'NN')]"
6133,"Best price on PU Leather Travel Credit Card Passport Boarding Pass Ticket Holder Bill Organizer Cover Case Wallet Product Rose  See details here: http://allfurnitureshop.com/product/pu-leather-travel-credit-card-passport-boarding-pass-ticket-holder-bill-organizer-cover-case-wallet-product-rose/    Truly a bargain for the inexpensive PU Leather Travel Credit Card Passport Boarding Pass Ticket Holder Bill Organizer Cover Case Wallet Product Rose! Check out at this low priced item, read buyers'…","[('best', 'JJS'), ('price', 'NN'), ('on', 'IN'), ('pu', 'NN'), ('leather', 'NN'), ('travel', 'NN'), ('credit', 'NN'), ('card', 'NN'), ('passport', 'NN'), ('boarding', 'NN'), ('pass', 'NN'), ('ticket', 'NN'), ('holder', 'NN'), ('bill', 'NN'), ('organizer', 'NN'), ('cover', 'NN'), ('case', 'NN'), ('wallet', 'NN'), ('product', 'NN'), ('rose', 'NN'), ('see', 'VB'), ('details', 'NNS'), ('here', 'RB'), (':', ':'), ('http://allfurnitureshop.com/product/pu-leather-travel-credit-card-passport-boarding-pass-ticket-holder-bill-organizer-cover-case-wallet-product-rose/', 'ADD'), ('truly', 'RB'), ('a', 'DT'), ('bargain', 'NN'), ('for', 'IN'), ('the', 'DT'), ('inexpensive', 'JJ'), ('pu', 'NN'), ('leather', 'NN'), ('travel', 'NN'), ('credit', 'NN'), ('card', 'NN'), ('passport', 'NN'), ('boarding', 'NN'), ('pass', 'NN'), ('ticket', 'NN'), ('holder', 'NN'), ('bill', 'NN'), ('organizer', 'NN'), ('cover', 'NN'), ('case', 'NN'), ('wallet', 'NN'), ('product', 'NN'), ('rose', 'VBD'), ('!', '.'), ('check', 'VB'), ('out', 'RP'), ('at', 'IN'), ('this', 'DT'), ('low', 'JJ'), ('priced', 'VBN'), ('item', 'NN'), (',', ','), ('read', 'VB'), ('buyers', 'NNS'), (""'"", ""''""), ('…', '.')]"
6134,Stoke City v Chelsea - Premier League - bet365 Stadium - 18/3/17 Stoke City's Saido Berahino in action Reuters / Phil Noble Livepic,"[('stoke', 'NNP'), ('city', 'NN'), ('v', 'NNP'), ('chelsea', 'NNP'), ('-', 'HYPH'), ('premier', 'JJ'), ('league', 'NN'), ('-', 'HYPH'), ('bet365', 'NN'), ('stadium', 'NN'), ('-', 'HYPH'), ('18/3/17', 'CD'), ('stoke', 'NNP'), ('city', 'NN'), (""'s"", 'POS'), ('saido', 'NNP'), ('berahino', 'NNP'), ('in', 'IN'), ('action', 'NN'), ('reuters', 'NNP'), ('/', ','), ('phil', 'NNP'), ('noble', 'JJ'), ('livepic', 'NN')]"
6135,Nightmare King at Burger King with GREEN BUNS!!! - New Fast Food,"[('nightmare', 'NN'), ('king', 'NN'), ('at', 'IN'), ('burger', 'NN'), ('king', 'NN'), ('with', 'IN'), ('green', 'JJ'), ('buns', 'NNS'), ('!!!', '.'), ('-', 'HYPH'), ('new', 'JJ'), ('fast', 'JJ'), ('food', 'NN')]"
6136,"death-stranding &quot;title =&quot; death-stranding &quot;height =&quot; 364 &quot;width =&quot; 655 &quot;data-item =&quot; 1064279 &quot;/ &gt; </figure> <p>  The Game Awards this year with stunning ads that include amazing looks <em> Death Stranding, A Way Out, Fade in Silence, </em> and much, much more &#8230; There was even a surprise <em> Bayonetta </em> Announcement to make all Nintendo fans jump for joy! But the true meaning of this celebration is to honor what we love most: the games &#8230; To close the incredible night, we recap the winners of the night! </p> <p><strong>  Best Chinese Game &#8211; </strong> jx3 HD </p> <p><strong>  Best Debut Indie Game &#8211; </strong> Cuphead </p> <p><strong>  Best eSports Team &#8211; </strong> Cloud9 </p><div><script async src=","[('death', 'NN'), ('-', 'HYPH'), ('stranding', 'NN'), ('&quot', 'NN'), (';', ','), ('title', 'NN'), ('=&quot', 'NN'), (';', ','), ('death', 'NN'), ('-', 'HYPH'), ('stranding', 'NN'), ('&quot', 'NN'), (';', ','), ('height', 'NN'), ('=&quot', 'NN'), (';', ':'), ('364', 'CD'), ('&quot', 'NN'), (';', ':'), ('width', 'NN'), ('=&quot', 'NN'), (';', ':'), ('655', 'CD'), ('&quot', 'NN'), (';', ','), ('data', 'NN'), ('-', 'HYPH'), ('item', 'NN'), ('=&quot', 'NN'), (';', ':'), ('1064279', 'CD'), ('&quot', 'NN'), (';', ':'), ('/', ','), ('&gt', 'NN'), (';', ':'), ('</', 'NFP'), ('figure', 'NN'), ('>', '-RRB-'), ('<', '-LRB-'), ('p', 'NN'), ('>', '-RRB-'), ('the', 'DT'), ('game', 'NN'), ('awards', 'NNS'), ('this', 'DT'), ('year', 'NN'), ('with', 'IN'), ('stunning', 'JJ'), ('ads', 'NNS'), ('that', 'WDT'), ('include', 'VBP'), ('amazing', 'JJ'), ('looks', 'NNS'), ('<', '-LRB-'), ('em', 'PRP'), ('>', 'NFP'), ('death', 'NN'), ('stranding', 'NN'), (',', ','), ('a', 'DT'), ('way', 'NN'), ('out', 'RP'), (',', ','), ('fade', 'VB'), ('in', 'IN'), ('silence', 'NN'), (',', ','), ('</', 'SYM'), ('em', 'PRP'), ('>', ','), ('and', 'CC'), ('much', 'JJ'), (',', ','), ('much', 'RB'), ('more', 'JJR'), ('&#8230', 'NN'), (';', ','), ('there', 'EX'), ('was', 'VBD'), ('even', 'RB'), ('a', 'DT'), ('surprise', 'NN'), ('<', '-LRB-'), ('em', 'PRP'), ('>', ','), ('bayonetta', 'NNP'), ('</', 'NFP'), ('em', 'PRP'), ('>', ','), ('announcement', 'NN'), ('to', 'TO'), ('make', 'VB'), ('all', 'DT'), ('nintendo', 'NNP'), ('fans', 'NNS'), ('jump', 'VB'), ('for', 'IN'), ('joy', 'NN'), ('!', '.'), ('but', 'CC'), ('the', 'DT'), ('true', 'JJ'), ('meaning', 'NN'), ('of', 'IN'), ('this', 'DT'), ('celebration', 'NN'), ('is', 'VBZ'), ('to', 'TO'), ('honor', 'VB'), ('what', 'WP'), ('we', 'PRP'), ('love', 'VBP'), ('most', 'JJS'), (':', ':'), ('the', 'DT'), ('games', 'NNS'), ('&#8230', 'NN'), (';', ','), ('to', 'TO'), ('close', 'VB'), ('the', 'DT'), ('incredible', 'JJ'), ('night', 'NN'), (',', ','), ('we', 'PRP'), ('recap', 'VBP'), ('the', 'DT'), ('winners', 'NNS'), ('of', 'IN'), ('the', 'DT'), ('night', 'NN'), ('!', '.'), ('</', 'NFP'), ('p>', 'SYM'), ('<', '-LRB-'), ('p', 'NN'), ('><', 'NFP'), ('strong', 'JJ'), ('>', ','), ('best', 'JJS'), ('chinese', 'JJ'), ('game', 'NN'), ('&#8211', 'NN'), (';', ','), ('</', 'SYM'), ('strong', 'JJ'), ('>', '-RRB-'), ('jx3', 'NN'), ('hd', 'NN'), ('</', 'SYM'), ('p>', 'NN'), ('<', '-LRB-'), ('p', 'NN'), ('><', 'NFP'), ('strong', 'JJ'), ('>', ','), ('best', 'JJS'), ('debut', 'NN'), ('indie', 'NN'), ('game', 'NN'), ('&#8211', 'NN'), (';', ','), ('</', '-LRB-'), ('strong', 'JJ'), ('>', ','), ('cuphead', 'NN'), ('</', 'SYM'), ('p>', 'NFP'), ('<', '-LRB-'), ('p', 'NN'), ('><', 'NFP'), ('strong', 'JJ'), ('>', ','), ('best', 'JJS'), ('esports', 'NN'), ('team', 'NN'), ('&#8211', 'NN'), (';', ':'), ('</', 'NFP'), ('strong', 'JJ'), ('>', '-RRB-'), ('cloud9', 'NN'), ('</p><', ','), ('div', 'NN'), ('><', 'NFP'), ('script', 'NN'), ('async', 'NN'), ('src=', '-RRB-')]"
6137,Coinbase: 3500 customer passwords unencrypted due to a bug,"[('coinbase', 'NN'), (':', ':'), ('3500', 'CD'), ('customer', 'NN'), ('passwords', 'NNS'), ('unencrypted', 'VBN'), ('due', 'IN'), ('to', 'IN'), ('a', 'DT'), ('bug', 'NN')]"
6138,Legends of Wrestling II Microsoft Xbox Game,"[('legends', 'NNS'), ('of', 'IN'), ('wrestling', 'VBG'), ('ii', 'NNP'), ('microsoft', 'NNP'), ('xbox', 'NN'), ('game', 'NN')]"
6139,Hipster Bridesmaid Magnets,"[('hipster', 'NN'), ('bridesmaid', 'NN'), ('magnets', 'NNS')]"
6140,Best Indian Bitcoin Websites To Buy/Sell Or Trade Bitcoins Mega List,"[('best', 'JJS'), ('indian', 'JJ'), ('bitcoin', 'NN'), ('websites', 'NNS'), ('to', 'TO'), ('buy', 'VB'), ('/', ','), ('sell', 'VB'), ('or', 'CC'), ('trade', 'VB'), ('bitcoins', 'NNS'), ('mega', 'NN'), ('list', 'NN')]"
6141,Mens Andy Cotton Sweater Light Grey Melange,"[('mens', 'NNS'), ('andy', 'NN'), ('cotton', 'NN'), ('sweater', 'NN'), ('light', 'NN'), ('grey', 'NN'), ('melange', 'NN')]"
6142,Children Playground Flying Gym Rings Swing Flying Pull Up Ring Sports Outdoor Indoor Gym Swing Games,"[('children', 'NNS'), ('playground', 'NN'), ('flying', 'VBG'), ('gym', 'NN'), ('rings', 'NNS'), ('swing', 'VBP'), ('flying', 'VBG'), ('pull', 'VBP'), ('up', 'RP'), ('ring', 'NN'), ('sports', 'NNS'), ('outdoor', 'NN'), ('indoor', 'JJ'), ('gym', 'NN'), ('swing', 'NN'), ('games', 'NNS')]"
6143,"1 bedroom flat to rent - Francis Street, Leicester","[('1', 'CD'), ('bedroom', 'NN'), ('flat', 'NN'), ('to', 'TO'), ('rent', 'VB'), ('-', 'HYPH'), ('francis', 'NNP'), ('street', 'NN'), (',', ','), ('leicester', 'NNP')]"
6144,Flag of Uruguay Galaxy S4 Covers,"[('flag', 'NN'), ('of', 'IN'), ('uruguay', 'NNP'), ('galaxy', 'NN'), ('s4', 'NNP'), ('covers', 'VBZ')]"
6145,Kreative Tastatur Office-Tastatur Bluetooth Other Motospeed,"[('kreative', 'JJ'), ('tastatur', 'NNP'), ('office', 'NN'), ('-', 'HYPH'), ('tastatur', 'NNP'), ('bluetooth', 'NN'), ('other', 'JJ'), ('motospeed', 'NN')]"
6146,Arena wins £2m drinks brand Canti,"[('arena', 'NN'), ('wins', 'VBZ'), ('£', '$'), ('2', 'CD'), ('m', 'CD'), ('drinks', 'NNS'), ('brand', 'NN'), ('canti', 'NN')]"
6147,Rovinj shopping Photos,"[('rovinj', 'NNP'), ('shopping', 'NN'), ('photos', 'NNS')]"
6148,Samsung Galaxy M-series,"[('samsung', 'NNP'), ('galaxy', 'NN'), ('m-series', 'NNS')]"
6149,extravagant homes pictures | ... wonder what the most expensive home is going for in your home state,"[('extravagant', 'JJ'), ('homes', 'NNS'), ('pictures', 'NNS'), ('|', 'NFP'), ('...', ','), ('wonder', 'VB'), ('what', 'WP'), ('the', 'DT'), ('most', 'RBS'), ('expensive', 'JJ'), ('home', 'NN'), ('is', 'VBZ'), ('going', 'VBG'), ('for', 'IN'), ('in', 'IN'), ('your', 'PRP$'), ('home', 'NN'), ('state', 'NN')]"
6150,Probable Cause,"[('probable', 'JJ'), ('cause', 'NN')]"
6151,R  Kelly plays basketball before Brooklyn Nets game (video,"[('r', 'VBP'), ('kelly', 'NNP'), ('plays', 'VBZ'), ('basketball', 'NN'), ('before', 'IN'), ('brooklyn', 'NNP'), ('nets', 'NNS'), ('game', 'NN'), ('(', '-LRB-'), ('video', 'NN')]"
6152,Market position of the selected technologies,"[('market', 'NN'), ('position', 'NN'), ('of', 'IN'), ('the', 'DT'), ('selected', 'VBN'), ('technologies', 'NNS')]"
6153,Mackenzie Foy Was 'Ridiculously Excited' About Her 'Nutcracker' Role,"[('mackenzie', 'NNP'), ('foy', 'NNP'), ('was', 'VBD'), (""'"", '``'), ('ridiculously', 'RB'), ('excited', 'JJ'), (""'"", ""''""), ('about', 'IN'), ('her', 'PRP$'), (""'"", '``'), ('nutcracker', 'NN'), (""'"", ""''""), ('role', 'NN')]"
6154,"US MINT SHEET SCOTT#993,3C STAMP RAILROAD ENGINEERS  SHEET OF 50 MNH OG","[('us', 'PRP'), ('mint', 'NN'), ('sheet', 'NN'), ('scott', 'NN'), ('#', 'NN'), ('993,3', 'CD'), ('c', 'NN'), ('stamp', 'NN'), ('railroad', 'NN'), ('engineers', 'NNS'), ('sheet', 'NN'), ('of', 'IN'), ('50', 'CD'), ('mnh', 'NNS'), ('og', 'NN')]"
6155,Cairo: National Museum of Egyptian Civilization Guided Tour,"[('cairo', 'NNP'), (':', ':'), ('national', 'JJ'), ('museum', 'NN'), ('of', 'IN'), ('egyptian', 'JJ'), ('civilization', 'NN'), ('guided', 'VBN'), ('tour', 'NN')]"
6156,"Olimpos, Cirali, Antalya, Turkey, April 2017. Olympos was an ancient city in Lycia. It was situated in a river valley near the coast. Its ruins are located south of the modern town Çıralı in the Kumluca district of Antalya Province, Turkey.  With its many small bays along the rugged  mediterranean coast, and a great safety standard, Turkey is well suited for camper tourism. Photo by Frits Meyst / MeystPhoto.com","[('olimpos', 'NNS'), (',', ','), ('cirali', 'NN'), (',', ','), ('antalya', 'NNP'), (',', ','), ('turkey', 'NN'), (',', ','), ('april', 'NNP'), ('2017', 'CD'), ('.', '.'), ('olympos', 'NNP'), ('was', 'VBD'), ('an', 'DT'), ('ancient', 'JJ'), ('city', 'NN'), ('in', 'IN'), ('lycia', 'NNP'), ('.', '.'), ('it', 'PRP'), ('was', 'VBD'), ('situated', 'VBN'), ('in', 'IN'), ('a', 'DT'), ('river', 'NN'), ('valley', 'NN'), ('near', 'IN'), ('the', 'DT'), ('coast', 'NN'), ('.', '.'), ('its', 'PRP$'), ('ruins', 'NNS'), ('are', 'VBP'), ('located', 'VBN'), ('south', 'RB'), ('of', 'IN'), ('the', 'DT'), ('modern', 'JJ'), ('town', 'NN'), ('çıralı', 'NN'), ('in', 'IN'), ('the', 'DT'), ('kumluca', 'NN'), ('district', 'NN'), ('of', 'IN'), ('antalya', 'NNP'), ('province', 'NN'), (',', ','), ('turkey', 'NN'), ('.', '.'), ('with', 'IN'), ('its', 'PRP$'), ('many', 'JJ'), ('small', 'JJ'), ('bays', 'NNS'), ('along', 'IN'), ('the', 'DT'), ('rugged', 'JJ'), ('mediterranean', 'JJ'), ('coast', 'NN'), (',', ','), ('and', 'CC'), ('a', 'DT'), ('great', 'JJ'), ('safety', 'NN'), ('standard', 'NN'), (',', ','), ('turkey', 'NN'), ('is', 'VBZ'), ('well', 'RB'), ('suited', 'VBN'), ('for', 'IN'), ('camper', 'NN'), ('tourism', 'NN'), ('.', '.'), ('photo', 'NN'), ('by', 'IN'), ('frits', 'NNP'), ('meyst', 'NN'), ('/', ','), ('meystphoto.com', 'ADD')]"
6157,Photo sur Aluminium Barcelone Barcelona beach on morning sunrise,"[('photo', 'NN'), ('sur', 'NN'), ('aluminium', 'NN'), ('barcelone', 'NN'), ('barcelona', 'NNP'), ('beach', 'NN'), ('on', 'IN'), ('morning', 'NN'), ('sunrise', 'NN')]"
6158,December in Red - Flux [EP] (2020)_cover,"[('december', 'NNP'), ('in', 'IN'), ('red', 'JJ'), ('-', 'HYPH'), ('flux', 'NN'), ('[', '-LRB-'), ('ep', 'NN'), (']', '-RRB-'), ('(', '-LRB-'), ('2020', 'CD'), (')', '-RRB-'), ('_cover', 'NN')]"
6159,Reporter Super Compact 150 LED,"[('reporter', 'NN'), ('super', 'RB'), ('compact', 'JJ'), ('150', 'CD'), ('led', 'VBN')]"
6160,Blue Life Framed Print By Michael Glenn,"[('blue', 'JJ'), ('life', 'NN'), ('framed', 'VBN'), ('print', 'NN'), ('by', 'IN'), ('michael', 'NNP'), ('glenn', 'NNP')]"
6161,Agricultural and Harvester undercarriage rubber track,"[('agricultural', 'JJ'), ('and', 'CC'), ('harvester', 'NN'), ('undercarriage', 'NN'), ('rubber', 'NN'), ('track', 'NN')]"
6162,Occident and the United States alloy Rhinestone necklace (Alloy)  NHJQ8876-Alloy,"[('occident', 'NNP'), ('and', 'CC'), ('the', 'DT'), ('united', 'NNP'), ('states', 'NNPS'), ('alloy', 'JJ'), ('rhinestone', 'NN'), ('necklace', 'NN'), ('(', '-LRB-'), ('alloy', 'NN'), (')', '-RRB-'), ('nhjq8876', 'NN'), ('-', 'HYPH'), ('alloy', 'NN')]"
6163,Lake Minnewanka at Banff - Icy waters of the Lake Minnewanka...,"[('lake', 'NN'), ('minnewanka', 'NNP'), ('at', 'IN'), ('banff', 'NNP'), ('-', 'HYPH'), ('icy', 'JJ'), ('waters', 'NNS'), ('of', 'IN'), ('the', 'DT'), ('lake', 'NN'), ('minnewanka', 'NNP'), ('...', '.')]"
6164,cardboard box on black background - Stock Photo - Images,"[('cardboard', 'NN'), ('box', 'NN'), ('on', 'IN'), ('black', 'JJ'), ('background', 'NN'), ('-', 'HYPH'), ('stock', 'NN'), ('photo', 'NN'), ('-', 'HYPH'), ('images', 'NNS')]"
6165,Hammered Crown Tags,"[('hammered', 'VBN'), ('crown', 'NN'), ('tags', 'NNS')]"
6166,"Lydia's Upscale Consignment Boutique Pinehurst, NC","[('lydia', 'NNP'), (""'s"", 'POS'), ('upscale', 'JJ'), ('consignment', 'NN'), ('boutique', 'NN'), ('pinehurst', 'NN'), (',', ','), ('nc', 'NNP')]"
6167,Navy Mix Check Coat,"[('navy', 'NN'), ('mix', 'NN'), ('check', 'NN'), ('coat', 'NN')]"
6168,MTV Clear Debossed Logo Mini Backpack,"[('mtv', 'NNP'), ('clear', 'JJ'), ('debossed', 'VBN'), ('logo', 'NN'), ('mini', 'NN'), ('backpack', 'NN')]"
6169,"Earth Force, Inc. - charity reviews, charity ratings, best charities, best nonprofits, search nonprofits","[('earth', 'NN'), ('force', 'NN'), (',', ','), ('inc.', 'NNP'), ('-', 'HYPH'), ('charity', 'NN'), ('reviews', 'NNS'), (',', ','), ('charity', 'NN'), ('ratings', 'NNS'), (',', ','), ('best', 'JJS'), ('charities', 'NNS'), (',', ','), ('best', 'JJS'), ('nonprofits', 'NNS'), (',', ','), ('search', 'NN'), ('nonprofits', 'NNS')]"
6170,set of modern icons doll matryoshka  line art,"[('set', 'NN'), ('of', 'IN'), ('modern', 'JJ'), ('icons', 'NNS'), ('doll', 'NN'), ('matryoshka', 'NN'), ('line', 'NN'), ('art', 'NN')]"
6171,VetExpert Odor Solution Concetrate,"[('vetexpert', 'NN'), ('odor', 'NN'), ('solution', 'NN'), ('concetrate', 'NN')]"
6172,"Village Hat Shop San Diego, CA Adjustable Visor","[('village', 'NN'), ('hat', 'NN'), ('shop', 'NN'), ('san', 'NNP'), ('diego', 'NNP'), (',', ','), ('ca', 'MD'), ('adjustable', 'JJ'), ('visor', 'NN')]"
6173,"Chanel 1.5 - 1 Camélia, 5 Allures - Rouge Incandescent Necklace","[('chanel', 'NN'), ('1.5', 'CD'), ('-', 'SYM'), ('1', 'CD'), ('camélia', 'NN'), (',', ','), ('5', 'CD'), ('allures', 'NNS'), ('-', 'HYPH'), ('rouge', 'JJ'), ('incandescent', 'NN'), ('necklace', 'NN')]"
6174,How To Build A Scalable Analytics App In Java 8,"[('how', 'WRB'), ('to', 'TO'), ('build', 'VB'), ('a', 'DT'), ('scalable', 'JJ'), ('analytics', 'NN'), ('app', 'NN'), ('in', 'IN'), ('java', 'NNP'), ('8', 'CD')]"
6175,Northern Gannet (Morus bassanus) in flight in early November.,"[('northern', 'JJ'), ('gannet', 'NN'), ('(', '-LRB-'), ('morus', 'NN'), ('bassanus', 'NNS'), (')', '-RRB-'), ('in', 'IN'), ('flight', 'NN'), ('in', 'IN'), ('early', 'JJ'), ('november', 'NNP'), ('.', '.')]"
6176,Central Bodybuilding Episode 72,"[('central', 'JJ'), ('bodybuilding', 'NN'), ('episode', 'NN'), ('72', 'CD')]"
6177,CROCHET TRIM JERSEY TOP,"[('crochet', 'NN'), ('trim', 'NN'), ('jersey', 'NN'), ('top', 'NN')]"
6178,Colorful Lines Apple Ipod Touch 5 Hardshell Case by Valentinaart,"[('colorful', 'JJ'), ('lines', 'NNS'), ('apple', 'NN'), ('ipod', 'NN'), ('touch', 'NN'), ('5', 'CD'), ('hardshell', 'NN'), ('case', 'NN'), ('by', 'IN'), ('valentinaart', 'NN')]"
6179,Eric Bass of American rock band Shinedown performing live onstage at Download Festival June 10 2012,"[('eric', 'NNP'), ('bass', 'NN'), ('of', 'IN'), ('american', 'JJ'), ('rock', 'NN'), ('band', 'NN'), ('shinedown', 'NN'), ('performing', 'VBG'), ('live', 'RB'), ('onstage', 'RB'), ('at', 'IN'), ('download', 'NN'), ('festival', 'NN'), ('june', 'NNP'), ('10', 'CD'), ('2012', 'CD')]"
6180,Country Lane Men's Premium T-Shirt by Cricket Hackmann,"[('country', 'NN'), ('lane', 'NN'), (""men's"", 'NNS'), ('premium', 'NN'), ('t-', 'NN'), ('shirt', 'NN'), ('by', 'IN'), ('cricket', 'NN'), ('hackmann', 'NN')]"
6181,Canterbury Cold Leggings - Black,"[('canterbury', 'NNP'), ('cold', 'JJ'), ('leggings', 'NNS'), ('-', 'HYPH'), ('black', 'JJ')]"
6182,Vintage Estate 14k Yellow Gold Natural Red Ruby Diamond Earrings Signed A,"[('vintage', 'JJ'), ('estate', 'NN'), ('14', 'CD'), ('k', 'CD'), ('yellow', 'JJ'), ('gold', 'NN'), ('natural', 'JJ'), ('red', 'JJ'), ('ruby', 'NN'), ('diamond', 'NN'), ('earrings', 'NNS'), ('signed', 'VBN'), ('a', 'DT')]"
6183,3D Print creative novelty gift moon lamp USB LED Night Light 3d moon lamp manufacturer with 15cm 16 Color Remote Control,"[('3d', 'NNP'), ('print', 'NN'), ('creative', 'JJ'), ('novelty', 'NN'), ('gift', 'NN'), ('moon', 'NN'), ('lamp', 'NN'), ('usb', 'NN'), ('led', 'VBN'), ('night', 'NN'), ('light', 'NN'), ('3d', 'NNP'), ('moon', 'NN'), ('lamp', 'NN'), ('manufacturer', 'NN'), ('with', 'IN'), ('15', 'CD'), ('cm', 'NN'), ('16', 'CD'), ('color', 'NN'), ('remote', 'JJ'), ('control', 'NN')]"
6184,"Therapy par shinysmile88 utilisant Laura AshleyH M robes longue, $42 / Birkenstock sandals / Gold jewellery / Chunky jewellery / Linda Farro...","[('therapy', 'FW'), ('par', 'FW'), ('shinysmile88', 'FW'), ('utilisant', 'FW'), ('laura', 'FW'), ('ashleyh', 'NN'), ('m', 'NN'), ('robes', 'NNS'), ('longue', 'NN'), (',', ','), ('$', '$'), ('42', 'CD'), ('/', 'SYM'), ('birkenstock', 'NN'), ('sandals', 'NNS'), ('/', ','), ('gold', 'NN'), ('jewellery', 'NN'), ('/', ','), ('chunky', 'JJ'), ('jewellery', 'NN'), ('/', ','), ('linda', 'NN'), ('farro', 'NN'), ('...', '.')]"
6185,bride-and-groom-and-flowers,"[('bride', 'NN'), ('-', 'HYPH'), ('and', 'CC'), ('-', 'HYPH'), ('groom', 'NN'), ('-', 'HYPH'), ('and', 'CC'), ('-', 'HYPH'), ('flowers', 'NNS')]"
6186,Chic Women Autumn Winter V Neck Long Sleeve With Pin Coat - Buykud,"[('chic', 'JJ'), ('women', 'NNS'), ('autumn', 'NN'), ('winter', 'NN'), ('v', 'NN'), ('neck', 'NN'), ('long', 'JJ'), ('sleeve', 'NN'), ('with', 'IN'), ('pin', 'NN'), ('coat', 'NN'), ('-', 'HYPH'), ('buykud', 'NN')]"
